,client_id,Variation,visitor_id,tenure_group,clnt_tenure_mnth,clnt_age,gendr,gendr_num,invalid_sequence,converted,num_invalid_steps,first_invalid_step,last_invalid_step,wrong_steps,invalid_rate
20487,4857140,control,162397298_88296566532,long_tenure,275.0,73.0,M,1.0,True,0,15,start,step_1,15,0.0
20491,4858186,test,685559237_92403781707,long_tenure,145.0,49.0,U,,True,0,5,start,step_2,5,0.0
20493,4858328,control,211369068_4111765109,short_tenure,82.0,25.5,U,,True,1,9,start,confirm,9,0.0
20495,4859072,test,438750035_33984825963,long_tenure,214.0,39.5,F,0.0,True,1,9,start,confirm,9,0.0
20497,4859191,control,397211853_42468972771,long_tenure,163.0,67.0,F,0.0,True,0,24,start,step_1,24,0.0
20499,4860338,test,914833194_59480360819,long_tenure,238.0,36.0,M,1.0,True,1,7,start,confirm,7,0.0
20500,4860513,test,248093569_95960801258,long_tenure,170.0,69.0,M,1.0,True,0,9,start,start,9,0.0
20509,4861885,control,8737049_89357189459,long_tenure,221.0,72.0,F,0.0,True,0,4,start,start,4,0.0
20512,4862276,test,648414452_59656466057,long_tenure,247.0,56.5,F,0.0,True,1,10,start,confirm,10,0.0
20514,4862577,test,405239375_31083831109,short_tenure,69.0,61.0,F,0.0,True,1,14,start,confirm,14,0.0
20516,4862909,test,660004963_49121892507,long_tenure,312.0,30.5,F,0.0,True,1,7,start,confirm,7,0.0
20518,4863224,test,371651332_74415680867,short_tenure,97.0,30.0,U,,True,0,4,start,start,4,0.0
20520,4863323,control,327291766_87279116885,short_tenure,74.0,62.5,F,0.0,True,1,7,start,confirm,7,0.0
20522,4865240,control,153262658_70075601753,short_tenure,70.0,20.5,M,1.0,True,1,9,start,confirm,9,0.0
20523,4865819,test,275761050_35089690225,short_tenure,94.0,60.0,U,,True,0,5,start,start,5,0.0
20524,4865974,test,224769818_4376055952,long_tenure,154.0,36.0,M,1.0,True,0,6,start,start,6,0.0
20526,4866771,test,549959821_3363640901,short_tenure,78.0,87.0,U,,True,0,20,start,step_3,20,0.0
20530,4867711,control,129395652_21286339292,short_tenure,58.0,23.0,U,,True,1,9,start,confirm,9,0.0
20535,4868943,test,360410763_72679688832,long_tenure,214.0,39.5,U,,True,1,7,start,confirm,7,0.0
20537,4868973,test,808359243_77814981938,long_tenure,273.0,52.5,M,1.0,True,1,17,start,confirm,17,0.0
20540,4869842,test,596192712_12605129223,long_tenure,169.0,33.5,U,,True,1,9,start,confirm,9,0.0
20541,4870070,control,871756133_31205929579,short_tenure,65.0,28.0,U,,True,0,6,start,start,6,0.0
20543,4870438,test,629059737_39882379664,short_tenure,118.0,39.5,M,1.0,True,1,7,start,confirm,7,0.0
20545,4870929,test,780616214_15026549107,long_tenure,355.0,55.0,M,1.0,True,0,3,start,start,3,0.0
20546,4871038,test,550821554_98118614718,long_tenure,189.0,60.0,U,,True,0,14,start,start,14,0.0
20547,4871635,control,212397455_13409013691,long_tenure,162.0,36.0,F,0.0,True,0,10,start,step_1,10,0.0
20549,4871965,control,71019849_26012442756,short_tenure,54.0,55.5,U,,True,0,9,start,step_1,9,0.0
20550,4872110,control,227076797_39087488424,short_tenure,72.0,50.0,U,,True,0,13,start,step_1,13,0.0
20554,4872686,control,864320467_34643579082,long_tenure,317.0,70.0,U,,True,0,5,start,start,5,0.0
20559,4873357,test,553176084_32855837871,long_tenure,144.0,35.0,M,1.0,True,0,9,start,step_2,9,0.0
20562,4873663,control,565791705_78827091029,long_tenure,204.0,67.5,F,0.0,True,0,9,start,step_1,9,0.0
20564,4874198,test,67933969_81350186562,long_tenure,147.0,28.5,F,0.0,True,1,9,start,confirm,9,1.0
20570,4875654,control,115901687_19116933068,long_tenure,214.0,43.0,F,0.0,True,0,4,start,start,4,0.0
20572,4876132,test,521950080_41424018331,short_tenure,120.0,39.5,F,0.0,True,1,7,start,confirm,7,0.0
20573,4876243,test,993819174_43035288448,long_tenure,263.0,57.5,U,,True,1,13,start,confirm,13,0.0
20574,4876466,control,264217301_40231230907,long_tenure,180.0,49.0,F,0.0,True,0,5,start,start,5,0.0
20577,4876926,test,71773405_65341811270,short_tenure,,,,,True,1,8,start,confirm,8,0.0
20579,4877023,test,288884062_48764508601,long_tenure,211.0,52.5,U,,True,0,14,start,start,14,0.0
20580,4877080,test,951179441_21510646358,long_tenure,275.0,69.0,F,0.0,True,0,12,start,step_1,12,0.0
20584,4878112,control,507408332_62273432458,short_tenure,73.0,43.5,U,,True,1,15,start,confirm,15,0.0
20588,4879237,test,896390680_25602326642,short_tenure,70.0,58.0,F,0.0,True,1,7,start,confirm,7,0.0
20589,4879267,control,733227820_29949068571,long_tenure,151.0,31.5,M,1.0,True,0,6,start,start,6,0.0
20593,4880190,test,515067818_49268959617,short_tenure,112.0,71.5,F,0.0,True,1,13,step_1,confirm,13,0.0
20600,4881458,control,271747949_67527340756,short_tenure,58.0,31.0,U,,True,0,5,start,start,5,0.0
20602,4882149,control,33210666_23000744533,short_tenure,118.0,42.5,U,,True,0,7,start,step_1,7,0.0
20603,4882513,control,933431147_10163451599,long_tenure,181.0,51.0,F,0.0,True,0,6,start,step_1,6,0.0
20606,4883446,test,487942266_73077081801,short_tenure,70.0,33.0,U,,True,0,7,start,start,7,0.0
20609,4884704,test,715840419_78164693051,long_tenure,155.0,27.5,M,1.0,True,1,7,start,confirm,7,0.0
20610,4884909,test,120235041_7593151778,long_tenure,475.0,67.5,F,0.0,True,0,3,confirm,step_1,3,0.0
20611,4885405,control,110619557_29836916896,long_tenure,157.0,58.0,M,1.0,True,1,11,start,confirm,11,0.0
20613,4885497,test,28070868_97279899147,short_tenure,99.0,49.0,U,,True,0,8,start,start,8,0.0
20615,4885619,test,370444239_99187862905,short_tenure,131.0,31.0,M,1.0,True,0,9,start,start,9,0.0
20616,4885633,control,873997898_96652071201,long_tenure,285.0,71.5,M,1.0,True,1,15,start,confirm,15,0.0
20617,4885697,control,490420524_83160801720,long_tenure,352.0,52.0,F,0.0,True,1,16,start,confirm,16,0.0
20621,4886673,control,106469207_45214788567,short_tenure,58.0,35.5,U,,True,1,7,start,confirm,7,0.0
20622,4886946,test,760231631_64494360652,short_tenure,127.0,86.0,F,0.0,True,0,4,start,step_1,4,0.0
20624,4887194,test,786296131_85399507668,short_tenure,35.0,23.5,U,,True,0,8,start,step_1,8,0.0
20625,4887230,control,556213727_7243987708,long_tenure,178.0,68.0,F,0.0,True,0,7,start,step_3,7,0.0
20627,4887541,test,275967870_7039896681,short_tenure,64.0,28.0,U,,True,0,6,start,start,6,0.0
20632,4888904,control,242704558_18041326965,short_tenure,60.0,27.0,U,,True,0,6,start,step_2,6,0.0
20634,4889141,test,463081661_97559159290,short_tenure,66.0,21.0,U,,True,0,7,start,start,7,0.0
20635,4889353,test,692675960_21259392921,long_tenure,149.0,46.0,F,0.0,True,0,8,start,start,8,0.0
20636,4889439,test,231736961_53089677370,long_tenure,173.0,56.0,M,1.0,True,0,5,start,start,5,0.0
20638,4889644,test,794096244_15776724280,long_tenure,159.0,34.0,F,0.0,True,1,9,start,confirm,9,0.0
20639,4889751,control,249452815_96879516227,long_tenure,247.0,54.5,F,0.0,True,1,9,start,confirm,9,0.0
20640,4890082,test,748841546_33196892631,long_tenure,179.0,37.5,F,0.0,True,1,9,start,confirm,9,0.0
20641,4890143,test,286430904_2975934007,short_tenure,83.0,58.0,U,,True,0,6,start,start,6,0.0
20645,4891184,test,128923765_31733812950,long_tenure,418.0,51.0,F,0.0,True,0,12,start,step_3,12,0.0
20648,4891782,control,80229956_45519680541,short_tenure,98.0,28.0,U,,True,0,5,start,start,5,0.0
20650,4892454,control,453129925_21468021016,short_tenure,94.0,35.0,U,,True,0,8,start,start,8,0.0
20653,4893150,test,994139139_76177494760,long_tenure,296.0,62.5,F,0.0,True,1,13,start,confirm,13,0.0
20659,4894344,test,440575694_35546104118,long_tenure,374.0,62.5,F,0.0,True,1,9,start,confirm,9,0.0
20663,4895382,control,183780373_23796953527,long_tenure,168.0,31.5,M,1.0,True,0,7,start,start,7,0.0
20664,4895515,test,23196827_12690387999,short_tenure,78.0,34.0,U,,True,0,9,start,start,9,0.0
20665,4895542,test,190534071_93158164360,short_tenure,133.0,48.5,F,0.0,True,1,9,start,confirm,9,0.0
20666,4896312,test,348457868_56906817119,short_tenure,71.0,46.0,U,,True,0,7,start,start,7,0.0
20671,4897526,test,987212123_10198071517,short_tenure,118.0,48.5,U,,True,1,14,start,confirm,14,0.0
20673,4897917,test,477043337_85417089640,short_tenure,61.0,24.0,U,,True,0,5,start,start,5,0.0
20674,4898021,test,593019515_48726819993,long_tenure,174.0,45.5,M,1.0,True,1,8,start,confirm,8,0.0
20675,4898283,test,300536553_67889250225,long_tenure,252.0,54.5,F,0.0,True,1,7,start,confirm,7,0.0
20676,4898592,control,616553772_19398012447,long_tenure,143.0,39.5,M,1.0,True,0,7,start,step_3,7,0.0
20681,4899603,test,103864228_22185439883,short_tenure,83.0,61.5,U,,True,1,9,start,confirm,9,0.0
20684,4899808,control,456250620_12843221012,long_tenure,257.0,47.0,U,,True,1,8,start,confirm,8,0.0
20685,4899918,test,586326777_47470887804,short_tenure,77.0,56.5,U,,True,0,8,start,start,8,0.0
20690,4900512,test,416260852_51764935369,long_tenure,273.0,71.0,F,0.0,True,1,10,start,confirm,10,0.0
20691,4900613,control,164597585_65890504123,short_tenure,77.0,41.5,U,,True,0,10,start,step_1,10,0.0
20693,4901840,test,578376045_25413002949,short_tenure,87.0,50.0,F,0.0,True,1,7,start,confirm,7,0.0
20694,4902193,test,69622460_37885716802,short_tenure,120.0,51.5,F,0.0,True,1,12,start,confirm,12,0.0
20696,4902397,control,746135143_76174448363,short_tenure,82.0,50.0,U,,True,0,9,start,start,9,0.0
20700,4903514,test,911109762_93471272816,long_tenure,171.0,62.5,M,1.0,True,0,20,start,step_1,20,0.0
20704,4905102,test,60315479_21644957522,long_tenure,238.0,48.0,M,1.0,True,0,3,start,start,3,0.0
20705,4905164,test,853511458_40727966992,short_tenure,109.0,65.0,M,1.0,True,0,7,start,step_3,7,0.0
20707,4906171,test,873671783_4553210492,short_tenure,58.0,59.5,U,,True,1,9,start,confirm,9,0.0
20709,4906392,control,306449645_8957980781,long_tenure,159.0,27.5,F,0.0,True,1,7,start,confirm,7,0.0
20710,4906459,control,941483240_36189204689,long_tenure,245.0,62.0,F,0.0,True,0,13,start,start,13,0.0
20711,4907030,test,831330243_24534056986,short_tenure,96.0,49.5,U,,True,1,8,start,confirm,8,0.0
20715,4907562,test,594105852_99784915920,long_tenure,333.0,57.0,F,0.0,True,0,10,start,start,10,0.0
20716,4908043,test,932938020_76079165082,long_tenure,297.0,68.0,F,0.0,True,0,4,start,start,4,0.0
20717,4908086,control,637597988_62466760349,short_tenure,116.0,23.0,F,0.0,True,1,7,start,confirm,7,0.0
20719,4908136,test,811925837_73101528754,short_tenure,71.0,22.0,U,,True,0,5,start,start,5,0.0
20721,4909695,control,723626448_36545101310,long_tenure,178.0,43.5,M,1.0,True,1,8,start,confirm,8,0.0
20722,4910229,control,410902248_55959674797,short_tenure,115.0,64.5,F,0.0,True,1,7,start,confirm,7,0.0
20723,4910437,control,435582317_48550367292,short_tenure,102.0,31.5,U,,True,1,7,start,confirm,7,0.0
20730,4912564,test,18779341_15080717222,short_tenure,131.0,52.5,F,0.0,True,1,11,start,confirm,11,1.0
20734,4913174,control,149322897_29717805022,short_tenure,96.0,47.0,U,,True,1,17,start,confirm,17,0.0
20738,4913658,control,173163375_88136315818,long_tenure,156.0,41.0,M,1.0,True,1,16,start,confirm,16,0.0
20742,4915101,test,680311680_5949941468,short_tenure,71.0,45.5,U,,True,1,10,start,confirm,10,0.0
20743,4915208,control,792639969_32664485134,short_tenure,59.0,47.5,U,,True,0,7,start,start,7,0.0
20747,4916462,test,76256942_29685404653,long_tenure,211.0,23.5,F,0.0,True,1,10,start,confirm,10,0.0
20749,4916553,test,569161934_954436620,short_tenure,130.0,63.0,M,1.0,True,1,11,start,confirm,11,0.0
20750,4917803,control,45240018_36901124898,short_tenure,56.0,44.5,U,,True,0,8,start,step_1,8,0.0
20753,4918238,test,788806726_15172332896,short_tenure,71.0,44.0,U,,True,1,16,start,confirm,16,0.0
20754,4918622,test,291845918_7905764267,long_tenure,191.0,49.0,M,1.0,True,0,6,start,start,6,0.0
20757,4919508,control,860152919_93580651923,long_tenure,306.0,85.0,F,0.0,True,1,11,start,confirm,11,0.0
20758,4919703,test,411553475_24946495191,long_tenure,140.0,45.5,U,,True,1,7,start,confirm,7,0.0
20760,4920156,test,332438426_44694285868,short_tenure,63.0,39.0,F,0.0,True,1,10,start,confirm,10,0.0
20763,4921301,control,910201660_92522050933,long_tenure,194.0,54.0,F,0.0,True,0,8,start,start,8,0.0
20764,4921506,test,926228137_15856390814,long_tenure,194.0,60.5,F,0.0,True,0,12,start,step_1,12,0.0
20765,4921692,control,600406098_57286504381,short_tenure,102.0,26.0,U,,True,0,6,start,start,6,0.0
20773,4922509,test,454216662_5673592887,long_tenure,246.0,65.5,M,1.0,True,1,13,start,confirm,13,0.0
20774,4922851,test,601871927_18980425686,long_tenure,178.0,32.5,F,0.0,True,1,9,start,confirm,9,0.0
20775,4922874,test,257512390_27391209085,short_tenure,59.0,63.0,U,,True,0,10,start,start,10,0.0
20779,4924106,test,411681188_69253871010,long_tenure,314.0,60.0,F,0.0,True,0,7,start,start,7,0.0
20782,4924821,test,363937302_84766733240,short_tenure,124.0,61.5,F,0.0,True,1,13,start,confirm,13,0.0
20783,4924852,control,345379011_83118155239,short_tenure,71.0,40.0,U,,True,0,10,start,step_3,10,0.0
20792,4925988,test,609519682_47233686233,short_tenure,106.0,61.0,F,0.0,True,0,5,start,start,5,0.0
20794,4926147,control,789302459_20153960813,short_tenure,72.0,25.0,U,,True,1,16,start,confirm,16,0.0
20795,4926351,control,496773799_64504139665,short_tenure,123.0,25.5,F,0.0,True,1,10,start,confirm,10,0.0
20797,4926818,test,855995858_83258421827,long_tenure,250.0,28.0,M,1.0,True,0,3,start,start,3,0.0
20799,4927272,control,19272690_20868395178,long_tenure,197.0,62.0,F,0.0,True,0,14,start,step_3,14,0.0
20801,4927781,test,923999209_4978915253,short_tenure,108.0,33.0,M,1.0,True,0,5,start,start,5,0.0
20806,4928421,test,836341893_72349397118,long_tenure,160.0,65.5,F,0.0,True,1,8,start,confirm,8,0.0
20807,4928575,test,21067146_79208284406,long_tenure,305.0,60.5,F,0.0,True,1,13,start,confirm,13,0.0
20808,4928966,test,743410764_52603679655,long_tenure,325.0,65.5,M,1.0,True,1,16,confirm,confirm,16,0.0
20809,4929063,test,80923939_22107400555,short_tenure,77.0,61.0,U,,True,0,13,start,start,13,0.0
20811,4930148,control,123305968_21253385274,short_tenure,78.0,29.0,U,,True,1,7,start,confirm,7,0.0
20812,4930397,control,143564130_65125114904,short_tenure,56.0,60.0,U,,True,0,5,start,start,5,0.0
20817,4931650,control,56238677_90729180263,long_tenure,154.0,70.0,M,1.0,True,0,5,start,start,5,0.0
20818,4931957,control,325491974_92263767471,short_tenure,138.0,60.5,M,1.0,True,0,7,start,step_3,7,0.0
20820,4932323,test,194263150_34024059370,long_tenure,198.0,40.5,M,1.0,True,1,10,start,confirm,10,0.0
20821,4932602,control,14718691_62088583459,long_tenure,194.0,51.0,F,0.0,True,0,3,start,start,3,0.0
20822,4932999,control,493456011_27116528881,long_tenure,302.0,74.0,F,0.0,True,0,10,start,step_3,10,0.0
20825,4933181,test,337893492_49091701567,long_tenure,279.0,70.5,F,0.0,True,1,12,start,confirm,12,0.0
20828,4933712,control,333347263_69044982848,short_tenure,77.0,21.0,U,,True,0,5,start,start,5,0.0
20830,4934053,control,631848262_33958235783,short_tenure,42.0,55.5,U,,True,1,9,start,confirm,9,0.0
20832,4935831,control,145359156_52156131158,long_tenure,189.0,73.5,U,,True,1,11,start,confirm,11,0.0
20836,4937056,control,141483936_981120149,long_tenure,172.0,19.0,M,1.0,True,0,4,start,step_1,4,0.0
20838,4938026,control,781050607_20057374585,short_tenure,102.0,39.0,U,,True,0,7,start,start,7,0.0
20840,4938784,test,854848850_90825170529,long_tenure,222.0,58.0,M,1.0,True,0,10,start,start,10,0.0
20841,4938865,test,610407335_59596972021,long_tenure,200.0,49.0,M,1.0,True,1,10,start,confirm,10,0.0
20842,4939035,control,85333452_59133230195,short_tenure,106.0,55.0,M,1.0,True,0,4,start,start,4,0.0
20846,4939843,test,241316310_42409250164,long_tenure,167.0,55.0,M,1.0,True,0,5,start,start,5,0.0
20850,4940498,control,471206687_40884751512,long_tenure,200.0,64.0,F,0.0,True,1,13,start,confirm,13,0.0
20851,4940584,test,466600624_51527197034,short_tenure,97.0,54.0,U,,True,0,10,start,start,10,0.0
20856,4941347,test,238328921_84872916148,short_tenure,57.0,54.0,U,,True,1,10,start,confirm,10,0.0
20861,4943084,control,858722940_14632119527,short_tenure,58.0,48.5,U,,True,0,9,start,step_1,9,0.0
20863,4943507,control,421753413_41130034019,short_tenure,108.0,26.5,M,1.0,True,1,7,start,confirm,7,0.0
20864,4943848,control,840814069_63936526614,short_tenure,101.0,57.5,U,,True,0,7,start,start,7,0.0
20867,4945234,test,259619793_51976237199,long_tenure,192.0,35.0,F,0.0,True,0,3,start,start,3,0.0
20872,4946231,test,895763156_82304157388,long_tenure,181.0,64.5,M,1.0,True,1,15,start,confirm,15,0.0
20873,4946270,control,363903287_23667376157,short_tenure,106.0,32.0,F,0.0,True,0,5,start,start,5,0.0
20874,4946463,test,800200640_42108691601,short_tenure,68.0,31.5,U,,True,1,13,start,confirm,13,0.0
20879,4947722,test,900716914_13347361893,short_tenure,82.0,28.0,U,,True,0,8,start,start,8,0.0
20880,4948147,control,910718323_34449788354,long_tenure,362.0,51.5,F,0.0,True,0,14,start,step_1,14,0.0
20884,4950671,test,929607204_16233198690,short_tenure,84.0,62.0,U,,True,1,9,start,confirm,9,0.0
20887,4952273,control,221395930_23858547292,long_tenure,216.0,34.0,F,0.0,True,1,17,start,confirm,17,0.0
20888,4952288,test,90542676_37585171491,short_tenure,66.0,42.5,U,,True,0,9,start,step_1,9,0.0
20889,4952290,test,132403654_40403111684,short_tenure,118.0,64.5,F,0.0,True,1,9,start,confirm,9,0.0
20890,4952370,control,630764362_82447961397,short_tenure,70.0,54.0,U,,True,0,13,start,step_3,13,0.0
20891,4952395,test,279173506_99678834565,long_tenure,176.0,39.0,F,0.0,True,1,7,start,confirm,7,0.0
20902,4954642,control,398240815_87847701591,short_tenure,107.0,27.5,M,1.0,True,1,8,start,confirm,8,0.0
20903,4955037,test,793703533_88190549135,short_tenure,114.0,28.5,F,0.0,True,1,26,start,confirm,26,0.0
20904,4955045,control,656447214_65933997827,short_tenure,87.0,32.0,U,,True,0,3,start,start,3,0.0
20906,4955203,control,336799382_35333237923,long_tenure,212.0,43.5,F,0.0,True,0,12,start,step_1,12,0.0
20911,4957548,test,463013022_65143949153,long_tenure,143.0,40.0,F,0.0,True,1,8,start,confirm,8,0.0
20913,4957930,control,173886803_49454313483,short_tenure,123.0,61.0,M,1.0,True,0,7,start,start,7,0.0
20918,4960154,control,720098512_51292300088,short_tenure,119.0,65.0,M,1.0,True,0,7,start,start,7,0.0
20919,4960207,test,323454308_1857900677,short_tenure,68.0,36.0,U,,True,1,10,start,confirm,10,0.0
20921,4960297,control,734406107_15139201190,long_tenure,394.0,82.0,F,0.0,True,1,10,start,confirm,10,0.0
20924,4960794,control,89616883_15531248927,short_tenure,61.0,79.5,U,,True,0,9,start,step_1,9,0.0
20925,4960936,control,364061423_44310536671,long_tenure,274.0,48.5,F,0.0,True,1,7,start,confirm,7,0.0
20930,4962273,control,229591880_83000294526,long_tenure,166.0,50.0,F,0.0,True,1,22,start,confirm,22,0.0
20934,4963028,test,992326939_29091871382,short_tenure,103.0,71.0,F,0.0,True,0,4,start,start,4,0.0
20939,4963858,control,273873282_24380993128,long_tenure,453.0,67.0,F,0.0,True,0,4,start,start,4,0.0
20940,4964111,control,963006816_90655464692,long_tenure,154.0,67.5,M,1.0,True,0,7,start,start,7,0.0
20941,4964637,control,959608102_69738646109,long_tenure,140.0,31.0,M,1.0,True,0,6,start,step_1,6,0.0
20942,4965189,control,656596316_50047149317,long_tenure,180.0,33.5,M,1.0,True,1,7,start,confirm,7,0.0
20944,4965592,test,493169410_23484995673,long_tenure,150.0,70.0,M,1.0,True,0,6,start,step_1,6,0.0
20947,4966098,test,632915101_76954776476,long_tenure,214.0,49.5,F,0.0,True,1,9,start,confirm,9,0.0
20949,4966213,control,14918601_9891112409,long_tenure,180.0,28.0,U,,True,0,5,start,step_1,5,0.0
20950,4966245,control,930871398_96621587088,long_tenure,233.0,25.0,F,0.0,True,1,7,start,confirm,7,0.0
20952,4966474,control,19724079_4892802277,long_tenure,229.0,85.0,M,1.0,True,1,10,start,confirm,10,0.0
20955,4966830,test,144218748_67649925002,short_tenure,81.0,57.5,U,,True,1,11,start,confirm,11,0.0
20956,4966982,test,185151379_10372626170,short_tenure,123.0,58.0,U,,True,1,9,start,confirm,9,0.0
20957,4967759,control,393550839_77158356735,short_tenure,57.0,58.5,U,,True,1,7,start,confirm,7,0.0
20961,4968273,test,521506905_52279557413,long_tenure,170.0,33.0,F,0.0,True,0,5,start,start,5,0.0
20964,4968571,control,872314398_65947375150,long_tenure,327.0,34.5,M,1.0,True,1,9,start,confirm,9,0.0
20965,4968581,test,198394353_24205723720,short_tenure,60.0,32.5,F,0.0,True,1,14,start,confirm,14,0.0
20973,4970481,test,69794648_72967516015,long_tenure,331.0,53.5,F,0.0,True,1,19,start,confirm,19,0.0
20975,4971329,test,967947296_37958114512,short_tenure,73.0,67.5,U,,True,1,25,start,confirm,25,0.0
20976,4971428,control,448110914_521708415,long_tenure,173.0,67.5,M,1.0,True,0,6,start,start,6,0.0
20979,4971591,control,946296972_44059076807,long_tenure,179.0,50.5,F,0.0,True,0,9,start,step_1,9,0.0
20980,4971636,control,730528181_22013517346,short_tenure,84.0,43.5,U,,True,1,8,start,confirm,8,0.0
20981,4971662,control,179606204_24171763110,short_tenure,76.0,20.5,M,1.0,True,0,8,start,start,8,0.0
20982,4971695,control,428466912_59904471394,long_tenure,241.0,59.0,F,0.0,True,1,11,start,confirm,11,0.0
20983,4972499,control,935503765_97471552433,long_tenure,209.0,40.5,F,0.0,True,1,9,start,confirm,9,0.0
20984,4972503,control,945075447_18156569412,long_tenure,167.0,36.5,F,0.0,True,1,7,start,confirm,7,0.0
20985,4972602,control,945467241_7949944256,short_tenure,123.0,47.0,M,1.0,True,1,19,start,confirm,19,0.0
20992,4974222,test,229571644_39883544101,long_tenure,143.0,35.0,F,0.0,True,0,4,start,start,4,0.0
20994,4974509,control,535461820_88430312556,long_tenure,157.0,28.0,M,1.0,True,1,7,start,confirm,7,0.0
20995,4974798,control,577082277_31014266369,short_tenure,89.0,27.0,U,,True,1,8,start,confirm,8,0.0
20996,4974827,control,995658764_57249134716,short_tenure,86.0,52.5,U,,True,1,8,start,confirm,8,0.0
20997,4974882,control,802972833_43821117005,short_tenure,71.0,23.0,U,,True,0,10,start,start,10,0.0
20999,4975883,control,641921234_30161722748,short_tenure,68.0,49.5,U,,True,1,9,start,confirm,9,0.0
21001,4976299,test,85441413_20095052534,short_tenure,109.0,39.5,F,0.0,True,1,11,start,confirm,11,0.0
21006,4977487,control,899414849_20443494956,short_tenure,110.0,61.0,M,1.0,True,0,7,start,start,7,0.0
21007,4977550,control,141728457_25577038982,short_tenure,70.0,26.0,U,,True,1,12,start,confirm,12,0.0
21008,4977638,test,95853299_88038715000,long_tenure,163.0,44.5,M,1.0,True,1,13,start,confirm,13,0.0
21010,4978123,control,424699130_57278229677,long_tenure,205.0,58.5,M,1.0,True,1,8,start,confirm,8,0.0
21012,4979031,test,347364564_39977529618,short_tenure,131.0,50.0,F,0.0,True,1,7,start,confirm,7,0.0
21017,4980697,control,788885437_50708838664,short_tenure,65.0,68.0,F,0.0,True,1,13,start,confirm,13,0.0
21018,4980881,test,278468520_17792876745,long_tenure,241.0,43.5,M,1.0,True,1,9,start,confirm,9,0.0
21019,4981076,control,740923932_30150494797,short_tenure,70.0,45.0,F,0.0,True,0,8,start,step_3,8,0.0
21021,4981557,control,421209212_51442605153,long_tenure,360.0,61.0,F,0.0,True,1,7,start,confirm,7,0.0
21023,4981705,test,685653394_18664342532,short_tenure,73.0,43.0,U,,True,0,8,start,start,8,0.0
21026,4982508,control,927300863_33438323192,long_tenure,142.0,46.5,M,1.0,True,1,48,start,confirm,48,0.0
21032,4983936,test,219622974_95755849682,long_tenure,182.0,62.0,M,1.0,True,0,8,start,start,8,0.0
21036,4984481,test,123597938_23977783675,long_tenure,167.0,53.5,F,0.0,True,1,9,start,confirm,9,0.0
21040,4985317,test,105645505_81537116893,short_tenure,97.0,62.0,U,,True,1,15,start,confirm,15,0.0
21044,4985930,control,383183890_12438909822,short_tenure,78.0,31.0,U,,True,0,10,start,step_3,10,0.0
21045,4986152,test,911561312_93707882873,short_tenure,109.0,45.5,F,0.0,True,1,17,start,confirm,17,0.0
21047,4986484,test,113181661_52332736840,long_tenure,183.0,47.5,F,0.0,True,1,11,start,confirm,11,0.0
21054,4988052,control,391646595_3038540780,short_tenure,69.0,32.0,U,,True,0,9,start,start,9,0.0
21055,4988214,test,677216714_97416207605,long_tenure,245.0,35.5,F,0.0,True,1,25,start,confirm,25,0.0
21056,4988406,test,164413979_4149808556,long_tenure,153.0,57.0,M,1.0,True,0,10,start,step_2,10,0.0
21057,4988481,test,626870822_13665825628,long_tenure,214.0,57.0,M,1.0,True,0,10,start,start,10,0.0
21059,4988650,test,57948074_77894290012,short_tenure,76.0,66.0,M,1.0,True,0,6,start,step_3,6,0.0
21060,4988674,control,307923763_54339966701,short_tenure,69.0,66.5,M,1.0,True,0,7,start,start,7,0.0
21067,4990901,test,447634585_75660910727,short_tenure,128.0,76.0,M,1.0,True,0,9,start,start,9,0.0
21069,4991811,test,783682265_32660755612,long_tenure,169.0,51.0,M,1.0,True,0,7,start,start,7,0.0
21070,4991965,test,607475127_24567604009,long_tenure,231.0,42.5,F,0.0,True,0,6,start,start,6,0.0
21073,4992489,control,624391435_78625315417,short_tenure,117.0,67.5,M,1.0,True,1,19,start,confirm,19,0.0
21074,4993157,test,936821447_33262839152,long_tenure,185.0,52.0,F,0.0,True,0,9,start,step_1,9,0.0
21075,4993236,control,504402413_56762895692,short_tenure,73.0,28.5,U,,True,1,9,start,confirm,9,0.0
21076,4993368,control,700941152_7323513465,short_tenure,83.0,72.0,U,,True,0,8,start,start,8,0.0
21077,4993511,control,201111641_39571697837,long_tenure,167.0,33.0,M,1.0,True,1,7,start,confirm,7,0.0
21078,4994460,test,569983590_21696620560,long_tenure,142.0,38.5,F,0.0,True,1,7,start,confirm,7,0.0
21079,4994490,control,124654549_91881421621,long_tenure,287.0,64.0,F,0.0,True,1,10,start,confirm,10,0.0
21083,4995081,test,998381900_75646343476,long_tenure,175.0,58.0,F,0.0,True,1,7,start,confirm,7,0.0
21086,4996294,test,844786293_85422754913,short_tenure,56.0,17.5,U,,True,1,7,start,confirm,7,0.0
21088,4996632,test,16181295_16092175802,short_tenure,74.0,65.0,U,,True,0,8,start,start,8,0.0
21091,4996911,test,226467375_64465724934,long_tenure,168.0,36.5,M,1.0,True,1,7,start,confirm,7,0.0
21095,4998090,control,15469653_92723313982,short_tenure,129.0,24.0,M,1.0,True,1,13,start,confirm,13,0.0
21096,4998187,test,936897744_81665073825,long_tenure,322.0,56.5,M,1.0,True,1,7,start,confirm,7,0.0
21097,4998418,control,39505166_48801377179,long_tenure,189.0,55.0,F,0.0,True,0,5,start,start,5,0.0
21099,4999362,test,226949845_57361928581,short_tenure,49.0,60.0,U,,True,0,17,start,start,17,0.0
